"ACj111","The Money","1960","Crosland jr","Hitchcock, J.Harrison","Shamley,NBC","SUSPENSE"
"ACj112","The Man Who Found The Money","1960","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj113","The Kiss Off","1961","Crosland jr","Hitchcock, J.Harrison","Shamley,NBC","SUSPENSE"
"ACj114","Deathmate","1961","Crosland jr","Hitchcock, J.Harrison","Shamley,NBC","SUSPENSE"
"ACj115","Gratitude","1961","Crosland jr","Hitchcock, J.Harrison","Shamley,NBC","SUSPENSE"
"ACj116","The Gloating Place","1961","Crosland jr","Hitchcock, J.Harrison","Shamley,NBC","SUSPENSE"
"ACj117","Servant Problem","1961","Crosland jr","Hitchcock, J.Harrison","Shamley,NBC","SUSPENSE"
"ACj118","The Hat Box","1961","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj119","Keep Me Company","1961","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj120","Beta Delta Gamma","1961","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj121","The Right Kind of Medicine","1961","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj122","The Case of M.J.H.","1962","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj123","The Woman Who Wanted to Live","1962","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj124","Apex","1962","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj125","The Big Kick","1962","Crosland jr","Hitchcock","Shamley,NBC","SUSPENSE"
"ACj126","The Night of the Owl","1962","Crosland jr","Hitchcock","Shamley,CBS","SUSPENSE"
"ACj127","House Guest","1962","Crosland jr","Hitchcock","Shamley,CBS","SUSPENSE"
"ACj128","Last Seen Wearing Bluejeans","1963","Crosland jr","Hitchcock","Shamley,CBS","SUSPENSE"
"ACl10","Rita, Sue and Bob Too","1987","A.Clark",,,"COMEDIE"
"ACp10","Vito e gli Altri","1991","Capuano",,,
"ACt10","Fiend Without a Face","1958","Crabtree","John Croydon","Amalagamated,MGM","SCIENCE FICTION"
"ACt8","Horror of the Black Museum","1958","Crabtree",,,"HORREUR"
"ACu10","Love in the Time of Hysteria","1990","Cuaron",,,
"ACu15","Murder, Obliquely","1990","Cuaron","Pollock",,"SUSPENSE"
"ACu20","The Little Princess","1995","Cuaron",,,"FAMILIAL"
"ACu23","Great Expectations","1998","Cuaron",,,"DRAME"
"ACv10","Therese","1986","Cavalier",,"AFC","BIOGRAPHIQUE"
"ACx10","Repo Man","1984","A.Cox",,"MCA-Universal","COMEDIE"
"ACx12","Sid and Nancy","1986","A.Cox","Eric Feliner","Zenith","BIOGRAPHIQUE"
"ACy10","Les Amants de Verone","1949","Cayatte",,,"Noir"
"ACy14","Justice est Fait","1950","Cayatte",,,"DRAME"
"ACy16","Nous Sommes Tous les Assasins","1952","Cayatte",,,"ROMANTIQUE"
"ACy20","Eye for an Eye","1956","Cayatte","Cayatte","UGC Fr","DRAME, AVENTURE"
"ACy22","The Mirror has two Faces","1957","Cayatte",,,"ROMANTIQUE"
"ACy26","The Crossing of the Rhine","1960","Cayatte",,,"ROMANTIQUE"
"ACy29","La Vie Conjugale","1963","Cayatte",,,"ROMANTIQUE"
"ACy32","A Trap for Cinderella","1965","Cayatte",,,"ROMANTIQUE"
"ACy34","Die of Loving","1970","Cayatte",,,"ROMANTIQUE"
"ACy38","Verdict","1974","Cayatte","Carlo Ponti","Concordia","DRAME"
"AD10","Arsenal","1929","Dovzhenko",,"USSR","DRAME"
"AD20","Earth","1930","Dovzhenko",,"USSR","Epic"
"AD30","Ivan","1932","Dovzhenko",,"USSR","Epic"
"AD40","Aerograd","1935","Dovzhenko",,"Mosfilm, Ukrainfilm","ACTION"
"AD50","Life in Blossom","1947","Dovzhenko",,"USSR",
"ADA10","The Memory of the Other","1914","DegliAbbati",,"Aristica Gloria","COMEDIE"
"AdB10","The Man Without Desire","1923","Brunel",,,
"AdB20","Blighty","1927","Brunel",,,
"AdB21","The Constant Nymph","1927","Brunel","Balcon","Islington","ROMANTIQUE"
"AdD10","Ta Dona","1991","Drabo",,,
"ADg10","The Moneytree","1992","Dienstag",,,"COMEDIE,ACTION"
"AdL10","Fatal Attraction","1988","Lyne",,"Paramount","ROMANTIQUE"
"AdL14","Jacob's Ladder","1990","Lyne",,,"DRAME"
"AdL16","Indecent Proposal","1993","Lyne","Sherry Lansing","Paramount","DRAME"
"AdL20","Lolita","1997","Lyne","Mario Kassar, Joel B. Michaels","Goldwyn","DRAME"
"AdL5","Flashdance","1983","Lyne","Don Simpson, Jerry Bruckheimer, Guber, Peters","Paramount","MUSICAL"
"AdL6","Nine 1/2 Weeks","1986","Lyne","Anthony Rufus Isaacs, Z.King","MGM-U.A.","PORNOGRAPHIQUE, ROMANTIQUE"
"ADr10","The Love-Ins","1967","Dreifuss","Katzman","Columbia","DRAME, MUSICAL"
"AdS10","Chicken Hawk","1994","P:Sideman","SU","prc",
"ADT12","Ramrod","1947","deToth",,"MGM","WESTERN"
"ADT18","House of Wax","1953","deToth","Bryan Foy","Warners","HORREUR"
"ADT23","Tanganyika","1954","deToth",,,"AVENTURE"
"ADT26","Monkey on my Back","1957","deToth",,,
"ADT33","Gold for the Caesars","1964","deToth",,,
"ADT9","Dark Waters","1944","deToth",,,"HORREUR"
"ADv10","Above the Law","1988","A.Davis",,,"ACTION"
"ADv12","Code of Silence","1988","A.Davis",,,"ACTION"
"ADv14","The Package","1991","A.Davis",,,"ACTION"
"ADv15","Under Siege","1992","A.Davis",,"Warners","ACTION"
"ADv17","The Fugitive","1993","A.Davis","Arnold Kopelson","Warners","ACTION"
"ADv22","A Perfect Murder","1998","A.Davis","Arnold Koppelson, Anne Koppelson, Christopher  Mankewicz, Peter MacGregor Scott","SWarners","SUSPENSE"
"ADw17","Robin Hood","1922","Dwan","Fairbanks sr",,"AVENTURE"
"ADw22","The Iron Mask","1922","Dwan","Fairbanks sr","U.A.","AVENTURE"
"ADw27","Manhandled","1924","Dwan","William leBaron","Paramount","ROMANTIQUE"
"ADw35","Heidi","1937","Dwan","R.Griffith","Fox","ROMANTIQUE"
"ADw40","Rebecca of Sunnybrook Farm","1938","Dwan","R.Griffith","Fox","DRAME"
"ADw41","Suez","1938","Dwan","D.Markey","Fox",
"ADw45","The Three Musketeers","1939","Dwan","R.Griffith","Fox","ACTION"
"ADw5","Maiden and Men","1912","Dwan",,"AMF","DRAME"
"ADw52","Around the World","194e","Dwan","Dwan","RKO","MUSICAL"
"ADw6","Their Hero Son","1912","Dwan",,"AMF","DRAME"
"ADw60","Sands of Iwo Jima","1949","Dwan","Edward Grainger",,"ACTION"
"ADw70","Cattle Queen of Montana","1954","Dwan","Bogeaus","RKO","WESTERN"
"ADw72","Passion","1954","Dwan","Bogeaus","RKO","WESTERN"
"ADw75","Tennessee's Partner","1954","Dwan","Bogeaus","RKO","WESTERN"
"ADw78","Pearl of the South Pacific","1955","Dwan","Bogeaus","RKO","AVENTURE"
"ADw80","Slightly Scarlet","1956","Dwan",,"RKO","DRAME"
"ADx10","Le temps des écoliers","1962","Delvaux",,,"DRAME"
"ADx11","De Man Die Zijn Haar Kort Liet Knippen","1967","Delvaux","Belgian Cul.Min.","Be","DRAME"
"ADx12","Un Soir, Un Train","1968","Delvaux",,,"DRAME"
"ADx13","Rendevous at Bray","1973","Delvaux",,,"DRAME"
"ADx14","Belle","1973","Delvaux",,,"DRAME"
"ADx2","Nous Etions Treize","1956","Delvaux",,,"DRAME"
"ADx20","1001 Films","1973","Delvaux",,,"BIOGRAPHIQUE"
"ADx25","Met Deric Bouts","1975","Delvaux",,,"DOCUMENTAIRE"
"ADx3","Forges","1956","Delvaux",,,"DRAME"
"ADx30","Een Vrouw tussen Hond en Wolf","1979","Delvaux",,,"DRAME"
"ADx35","To Woody Allen with Love","1983","Delvaux",,,
"ADx37","Benvenuta","1983","Delvaux",,,"ROMANTIQUE"
"ADx39","Babel Opera","1983","Delvaux",,,"MUSICAL"
"ADx4","Cinéma, bonjour","1958","Delvaux",,,"DRAME"
"ADx45","L'Oevre au Noir","1988","Delvaux",,,"DRAME"
"ADx5","La Planète Fauve","1959","Delvaux",,,"DRAME"
"ADy1","Life according to Agfa","1993","Dayan",,,
"Ady3","The 92 Minutes of  Mr. Baum","1998","Dayan",,,"COMEDIE, DRAME"
"ADy5","The Electric Blanket","1995","Dayan",,,
"ADz10","Zebrahead","1991","Drazan","Oliver Stone, Janet Yang",,"DRAME"
"ADz15","Imaginary Crimes","1991","Drazan",,,"DRAME"
"AEG25","The Ghost Breaker","1922","A.E.Green",,"Paramount",
"AEG37","Baby Face","1933","A.E.Green",,,"DRAME"
"AEG39","I Loved a Woman","1933","A.E.Green","Blanke","Warners",
"AEG41","Dangerous","1935","A.E.Green","Harry Joe Brown","Warners","DRAME"
"AEG50","The Gracie Allen Murder Case","1935","A.E.Green",,,"MYSTÈRE"
"AEG60","The Jolson Story","1946","A.E.Green","Sidney Skolsky","Columbia","BIOGRAPHIQUE,MUSICAL"
"AEG70","The Eddie Cantor Story","1953","A.E.Green","Sidney Skolsky","Warners","BIOGRAPHIQUE,MUSICAL"
"AES10","Putting Pants on Philip","1926","A.E.Sutherland?","Roach",,"COMEDIE"
"AES100","Follow the Boys","1944","A.E.Sutherland","Charlie Feldman","Universal","MUSICAL"
"AES11","It's the Old Army Game","1926","A.E.Sutherland",,"Paramount","COMEDIE"
"AES70","Diamond Jim","1935","A.E.Sutherland","Grainger","Universal","COMEDIE"
"AES80","The Flying Deuces","1939","A.E.Sutherland","Roach",,"COMEDIE"
"AES90","One Night in the Tropics","1939","A.E.Sutherland","Leonard Spiegelglass","Universal","COMEDIE,MUSICAL"
"AEy10","The Adjuster","1985","Egoyan",,,
"AEy20","Calendar","1993","Egoyan",,,"DRAME"
"AEy22","Exotica","1995","Egoyan",,,"DRAME"
"AEy25","The Sweet Hereafter","1997","Egoyan",,,"DRAME"
"AfA10","Like Water for Chocolate","1992","Arau","Arau","Miramax","ROMANTIQUE"
"AFl10","Threesome","1994","A.Fleming",,,"COMEDIE"
"AFo10","Five Boys from Barska","1953","A.Ford",,,
"AG10","J'accuse","1919","Gance",,"Fr",
"AG20","Napoleon","1927","Gance",,"WESTI","BIOGRAPHIQUE,Epic"
"AG30","La Fin du Monde","1930","Gance","Gance","Ecran d'Art","DRAME"
"AG40","Napoleon","1934","Gance",,"Soc.Gen.des Films","BIOGRAPHIQUE,Epic"
"AG50","J'accuse","1937","Gance",,"Fr","DRAME"
"AG65","Magirama","1955","Gance",,,"HISTORIQUE"
"AG70","Austerlitz","1960","Gance",,,"HISTORIQUE"
"AGe10","Cirano de Bergerac","1923","Genina",,"Extra","COMEDIE"
"AGe20","Scampolo","1928","Genina",,"Nero","COMEDIE"
"AgH1","To Kill A Priest","1988","A.Holland","David Putnam","Columbia","DRAME"
"AgH10","Europa, Europa","1991","A.Holland","Margaret Menegoz, Arthur Brauner",,"DRAME"
"AgH13","Olivier, Olivier","1993","A.Holland",,"Sony","DRAME"
"AgH15","The Secret Garden","1993","A.Holland","Coppola, Fred Fuchs, Fred Roos, Tom Luddy","American Zoetrope, Warners, Sony","DRAME"
"AgH19","Washington Square","1997","A.Holland",,,"DRAME"
"AgH5","Angry Harvest","1989","A.Holland","Arthur Brauner",,"DRAME"
"AGi10","Kadosh","1999","Gitai",,,"DRAME"
"AGl10","The Mambo Kings","1991","Glimcher",,"Regency","MUSICAL"
"AGl12","Just Cause","1995","Glimcher","Lee Rich, Glimcher, Steve Perry","Regency, Warners","SUSPENSE"
"AGm10","Sometimes they come back ... again","1996","Grossman","Pmichael Meltzer","S Trimark","HORREUR"
"AGo10","Eau/Ganga","1990","Gopalakrishnan","Vishwanadhan",,"DOCUMENTAIRE"
"AGr10","The Last Dinosaur","1977","Grasshoff","Arthur Rankin jr., Jules Bass","Japan","SCIENCE FICTION"
"AGs10","Visions of Light: The Art of Cinematography","1993","Glassman",,"American Film Institute, Kino","DOCUMENTAIRE"
"AgV10","In Glass","1989","Villaronga",,,
"AHb20","Furia a Bahia pour OSS 117","1965","Hunebelle","Paul Cadeac","Embassy","ACTION"
"AHo1","Candystripe Nurses","1988","Holleb","Julie Corman",,"PORNOGRAPHIQUE"
"AHp10","August","1996","A.Hopkins",,,
"AHu1","Boat People","1983","Hui",,"China","DOCUMENTAIRE"
"AHu5","Song of the Exile","1990","Hui",,,
"AHv10","The Lion in Winter","1968","A.Harvey","Martin Poll","Avco Embassy","DRAME"
"AII1","The Adventures of Scaramouche","1964","Isasmendi",,"SCapitole","ACTION, ROMANTIQUE"
"AII3","They Came to Rob Las Vegas","1969","Isasmendi",,"SCapitole","ACTION"
"AiN10",,"1984","Naderi",,,"DRAME"
"AJa1","Nina Takes a Lover","1995","Jacobs",,,"ROMANTIQUE"
"AJG50","A Chump at Oxford","1939","A.Goulding","Roach",,"COMEDIE"
"AJo10","Love Letters","1983","A.Jones","Corman","Millenium","ROMANTIQUE"
"AJP1","Klute","1971","Pakula","Pakula","Warners","SUSPENSE"
"AJP15","Presumed Innocent","1982","Pakula","S.Pollack","Warners","DRAME"
"AJP2","The Parallax View","1974","Pakula","Pakula","Paramount","SUSPENSE"
"AJP25","Pelican Brief","1993","Pakula",,,"DRAME"
"AJP29","The Devil's Own","1997","Pakula","Laurence Gordon","SColumbia","CnR"
"AJP3","All the President's Men","1976","Pakula","Redford, Walter Coblenz","Warners","BIOGRAPHIQUE"
"AJP5","Starting Over","1980","Pakula",,,"ROMANTIQUE"
"AJP6","Rollover","1981","Pakula",,,
"AJP7","Sophie's Choice","1982","Pakula","Keth Barish","Universal, ITC","DRAME"
"AJs1","The Noose","1927","Jacobson?",,"Paramount?",
"AJy10","Magic Mountain","1973","Jodorowsky","Allan Klein","Mexico",
"AJy12","Topo","1975","Jodorowsky",,,
"AJy20","Santa Sangre","1990","Jodorowsky",,,"HORREUR"
"AK1","The Duped Journalist","1914","A.Korda",,"Hungary",
"AK19","The Man with the Golden Touch","1918","A.Korda",,,
"AK26","The Prince and the Pauper","1920","A.Korda",,,
"AK40","The Private Life of Helen of Troy","1927","A.Korda",,"USA",
"AK45","Her Private Life","1929","A.Korda",,"USA",
"AK49","The Princess and the Plumber","1931","A.Korda",,"USA",
"AK50","Marius","1931","A.Korda",,"Paris","DRAME"
"AK57","The Private Life of Henry VIII","1933","A.Korda","A.Korda","England",
"AK58","The Girl from Maxim's","1933","A.Korda","A.Korda","England",
"AK59","The Private Life of Don Juan","1934","A.Korda","A.Korda","England","DRAME"
"AK78","Rembrandt","1936","A.Korda","A.Korda","London Films",
"AK90","That Hamilton Woman","1941","A.Korda",,"London Films, Goldwyn","ROMANTIQUE,BIOGRAPHIQUE"
"AKa10","Hamlet Goes Business","1985","Kaurismaki",,,"COMEDIE"
"AKa15","The Match Factory Girl","1989","Kaurismaki",,,"Noir, COMEDIE"
"AKa20","La Vie de Bohème","1993","Kaurismaki",,,"DRAME"
"AKa5","Ariel","1983","Kaurismaki",,,"COMEDIE"
"AKe1","Madonna, Truth or Dare","1991","Keshishian",,"Miramax","DOCUMENTAIRE,MUSICAL"
"AKe5","With Honors","1994","Keshishian","Paula Weinstein, Amy Robinson","Warners","COMEDIE"
"AKi1","Keep Fit","1937","Kimmins",,,"COMEDIE"
"AKi20","Mine Own Executioner","1947","Kimmins","Kimmins",,
"AKi25","Mr. Denning Drives North","1951","Kimmins",,,"COMEDIE"
"AKi30","The Captain's Paradise","1953","Kimmins","Kimmins",,"COMEDIE"
"AKi40","The Amorous Prawn","1962","Kimmins","Kimmins",,"COMEDIE"
"AKi7","It's in the Air","1938","Kimmins",,,"COMEDIE"
"AKj10","Coming Home","1961","Kjellin","Hitchcock, J.Harrison","Shamley, NBC","SUSPENSE"
"AKj11","Captive Audience","1962","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj12","The 31st of February","1963","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj13","A Tangled Web","1963","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj14","The Cadaver","1963","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj15","How to get Rid of Your Wife","1963","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj16","Beyond the Sea of Death","1964","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj17","Night Caller","1964","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj18","Ten Minutes From Now","1964","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj19","Isabel","1964","Kjellin","Hitchcock","Shamley, CBS","SUSPENSE"
"AKj20","Where the Woodbine Twineth","1965","Kjellin","Hitchcock","Shamley, NBC","SUSPENSE"
"AKj21","Completely Foolproof","1965","Kjellin","Hitchcock","Shamley, NBC","SUSPENSE"
"AkK1","Sugata Sanshiro","1943","Kurosawa",,,"DRAME"
"AkK10","Scandal","1950","Kurosawa",,,
"AkK11","Rashomon","1950","Kurosawa",,,"Epic"
"AkK12","Ugetsu","1951","Kurosawa",,,"DRAME"
"AkK13","Ikiru","1952","Kurosawa",,,"DRAME"
"AkK14","Shichinin no Samurai","1954","Kurosawa","Shojiro Motoki","Toho","AVENTURE"
"AkK15","Record of a Living Being","1955","Kurosawa",,,
"AkK16","Throne of Blood","1956","Kurosawa",,,
"AkK17","The Lower Depths","1957","Kurosawa",,,
"AkK18","The Hidden Fortress","1958","Kurosawa",,,
"AkK19","The Bad Sleep Well","1960","Kurosawa",,,
"AkK2","The Most Beautiful","1944","Kurosawa",,,
"AkK20","Yojimbo","1961","Kurosawa",,,"SUSPENSE,COMEDIE"
"AkK21","Sanjuro","1962","Kurosawa",,,"COMEDIE"
"AkK22","High and Low","1963","Kurosawa",,,"SUSPENSE"
"AkK23","Red Beard","1965","Kurosawa",,,"DRAME"
"AkK24","Dodeskaden","1970","Kurosawa",,,
"AkK25","Tora, Tora, Tora","1970","Fleischer","Elmo Williams","Fox","DRAME"
"AkK26","Derzu Uzala","1975","Kurosawa",,"NWP","DRAME"
"AkK27","Kagemusha","1981","Kurosawa",,,"Epic, HISTORIQUE"
"AkK28","Ran","1986","Kurosawa","Masato Hara, Serge Silberman","Herald","Epic"
"AkK29","Akira Kurosawa Dreams","1990","Kurosawa",,,"COMEDIE"
"AkK30","Rhapsody in August","1991","Kurosawa",,"Shochiku","DRAME"
"AkK31","Madadayo","1993","Kurosawa",,,
"AkK4","The Men Who Tread on the Tiger's Tail","1945","Kurosawa",,,
"AkK5","No Regrets for Our Youth","1946","Kurosawa",,,
"AkK6","One Wonderful Sunday","1947","Kurosawa",,,
"AkK7","Drunken Angel","1948","Kurosawa",,,
"AkK8","Quiet Duel","1949","Kurosawa",,,
"AkK9","Stray Dog","1949","Kurosawa",,,"CnR"
"AKl10","Sue","1998","Kollek",,,"DRAME"
"AKo10","Runaway Train","1985","Konchalovsky","Golan, Yoram Globus","GolanGlobus","AVENTURE"
"AKr10","Die Kirschernte","1996","Kranenborg",,,"ROMANTIQUE"
"AkS10","The Slingshot","1994","Sandgren",,,"DRAME"
"AKu10","Terror in the Aisles","1984","Kuehn",,"Universal","HORREUR"
"AL10","Tovarich","1937","Litvak","Robert Lord","Warners","ROMANTIQUE"
"AL11","The Amazing Dr.Clitterhouse","1938","Litvak",,"SRepublic","COMEDIE"
"AL12","All This and Heaven Too","1940","Litvak","Jack L. Warner, Hal B. Wallis","Warners","DRAME"
"AL13","Castle on the Hudson","1940","Litvak","Bischoff","Warners","DRAME"
"AL14","Confessions of a Nazi Spy","1939","Litvak","Robert Lord","Warners",
"AL16","City for Conquest","1940","Litvak","Anatole Litvak","Warners",
"AL2","Nie wieder Liebe","1932","Litvak",,"Germany",
"AL20","The Long Night","1947","Litvak",,"USA",
"AL21","Sorry Wrong Number","1948","Litvak","Wallis","Paramount","SUSPENSE"
"AL22","The Snake Pit","1948","Litvak","Litvak, Robert Bassler","Foxbnw","
"
"AL23","Decision before Dawn","1952","Litvak",,"USA",
"AL26","Anastasia","1956","Litvak","{Buddy Adler","Fox","BIOGRAPHIQUE"
"AL27","The Journey","1959","Litvak","Litvak","MGM","DRAME"
"AL8","Mayerling","1936","Litvak",,"Fr",
"AL9","The Woman I Love","1937","Litvak",,"USA",
"AlA10","Dracula vs. Frankenstein","1969","Adamson","Adamason","Independent-International","HORREUR"
"AlA50","Jessi's Girls","1983","Adamson",,,
"AlB10","Dracula's Dog","1978","Bano","Charles Band, Frank Ray Perilli","Crown","HORREUR"
"AlC10","Série Noir","1979","Corneau",,"Gaumont","Noir"
"AlC20","Tous Les Matins Du Monde","1992","Corneau",,,"DRAME,BIOGRAPHIQUE"
"AlD10","Catherine","1924","Dieudonne","J.Renoir",,
"ALe1","The Moon and Sixpence","1942","Lewin","St.Kramer",,
